LoanDuration,LoanPurpose,LoanAmount,InstallmentPercent,AcceptedPercent,Accepted,AmountGranted,transaction_id,timestamp
20,furniture,3713,3,0.6197703130642807,1,3713,2-0-0,2019-08-31T00:47:19.341479Z
27,radio_tv,6693,5,0.34578816045324157,0,0,2-0-1,2019-08-31T00:47:19.341517Z
13,car_new,2651,3,0.8022899123540338,1,2651,2-0-2,2019-08-31T00:47:19.341538Z
29,appliances,5816,5,0.25477162620154864,0,0,2-0-3,2019-08-31T00:47:19.341558Z
29,radio_tv,5682,4,0.5518162812369416,1,5682,2-0-4,2019-08-31T00:47:19.341576Z
17,furniture,3016,1,0.7567699990804485,1,3016,2-0-5,2019-08-31T00:47:19.341594Z
24,appliances,10370,5,0.07305296485108473,0,0,2-0-6,2019-08-31T00:47:19.341613Z
16,car_new,3428,1,0.8807339772027076,1,3428,2-0-7,2019-08-31T00:47:19.341631Z
8,car_new,5992,4,0.5581607634571328,1,5992,2-0-8,2019-08-31T00:47:19.341649Z
33,vacation,1006,4,0.7447809456630154,1,1006,2-0-9,2019-08-31T00:47:19.341666Z
35,appliances,7842,3,0.5484899769754299,1,7842,2-0-10,2019-08-31T00:47:19.341683Z
19,business,8785,4,0.36742974964187464,0,0,2-0-11,2019-08-31T00:47:19.341701Z
19,furniture,250,2,0.8433500480400399,1,250,2-0-12,2019-08-31T00:47:19.341718Z
16,appliances,5474,2,0.7851093971856108,1,5474,2-0-13,2019-08-31T00:47:19.341734Z
14,car_new,4120,2,0.7733459366910997,1,4120,2-0-14,2019-08-31T00:47:19.341750Z
31,furniture,5205,3,0.6332735323466636,1,5205,2-0-15,2019-08-31T00:47:19.341766Z
15,furniture,250,3,0.9150952727971248,1,250,2-0-16,2019-08-31T00:47:19.341783Z
41,vacation,5887,4,0.24340716955561792,0,0,2-0-17,2019-08-31T00:47:19.341800Z
39,radio_tv,4508,4,0.7030796150457642,1,4508,2-0-18,2019-08-31T00:47:19.341817Z
24,radio_tv,3971,3,0.6797748748962892,1,3971,2-0-19,2019-08-31T00:47:19.341835Z
41,appliances,3982,4,0.7182177965452785,1,3982,2-0-20,2019-08-31T00:47:19.341852Z
31,education,1286,3,0.6691611821587087,1,1286,2-0-21,2019-08-31T00:47:19.341868Z
36,appliances,7004,5,0.5370204908516889,1,7004,2-0-22,2019-08-31T00:47:19.341884Z
35,education,467,2,0.7498319107555478,1,467,2-0-23,2019-08-31T00:47:19.341900Z
4,car_new,250,1,0.97134302538774,1,250,2-0-24,2019-08-31T00:47:19.341916Z
10,car_new,1601,1,0.9445132514021001,1,1601,2-0-25,2019-08-31T00:47:19.341933Z
