LoanDuration,LoanPurpose,LoanAmount,InstallmentPercent,AcceptedPercent,Accepted,AmountGranted,transaction_id,timestamp
50,appliances,7443,4,0.17030478413166558,0,0,3-0-0,2019-09-01T00:47:19.838404Z
9,repairs,1164,3,0.7636077770340547,1,1164,3-0-1,2019-09-01T00:47:19.838442Z
4,car_new,250,1,0.9350356127867728,1,250,3-0-2,2019-09-01T00:47:19.838462Z
33,appliances,2048,2,0.8195747388070315,1,2048,3-0-3,2019-09-01T00:47:19.838482Z
22,radio_tv,4353,4,0.31810222510821545,0,0,3-0-4,2019-09-01T00:47:19.838500Z
9,car_new,438,1,0.9439123978115997,1,438,3-0-5,2019-09-01T00:47:19.838518Z
17,car_new,3879,3,0.6791321028951943,1,3879,3-0-6,2019-09-01T00:47:19.838536Z
7,car_new,1468,1,0.9826201614717771,1,1468,3-0-7,2019-09-01T00:47:19.838554Z
22,business,3705,2,0.7274638934399482,1,3705,3-0-8,2019-09-01T00:47:19.838572Z
9,furniture,250,2,0.9673757523129884,1,250,3-0-9,2019-09-01T00:47:19.838589Z
4,radio_tv,950,2,0.9784102040523232,1,950,3-0-10,2019-09-01T00:47:19.838607Z
48,other,7681,5,0.303460928119042,0,0,3-0-11,2019-09-01T00:47:19.838624Z
15,car_new,2326,2,0.8610391191562623,1,2326,3-0-12,2019-09-01T00:47:19.838641Z
27,education,5629,3,0.45282313984247013,0,0,3-0-13,2019-09-01T00:47:19.838660Z
22,radio_tv,3298,4,0.27545668580135196,0,0,3-0-14,2019-09-01T00:47:19.838676Z
6,car_new,250,1,0.9832589339292408,1,250,3-0-15,2019-09-01T00:47:19.838693Z
39,appliances,4131,4,0.6749734929883116,1,4131,3-0-16,2019-09-01T00:47:19.838709Z
13,car_used,250,2,0.9842413066763195,1,250,3-0-17,2019-09-01T00:47:19.838726Z
4,car_new,1711,2,0.9385318064925396,1,1711,3-0-18,2019-09-01T00:47:19.838743Z
41,furniture,5074,4,0.5713204605939344,1,5074,3-0-19,2019-09-01T00:47:19.838760Z
26,furniture,5978,4,0.3249807963638947,0,0,3-0-20,2019-09-01T00:47:19.838776Z
14,car_used,250,2,0.9794124149172745,1,250,3-0-21,2019-09-01T00:47:19.838791Z
44,repairs,8070,5,0.3406435689753904,0,0,3-0-22,2019-09-01T00:47:19.838807Z
24,radio_tv,3604,3,0.5916638320971191,1,3604,3-0-23,2019-09-01T00:47:19.838823Z
28,car_used,2989,3,0.2760081133379458,0,0,3-0-24,2019-09-01T00:47:19.838839Z
8,car_new,1996,2,0.9361370378577938,1,1996,3-0-25,2019-09-01T00:47:19.838855Z
35,repairs,3419,4,0.4947369595116956,0,0,3-0-26,2019-09-01T00:47:19.838874Z
57,appliances,4424,5,0.08182647810016952,0,0,3-0-27,2019-09-01T00:47:19.838891Z
14,car_new,539,3,0.8381718260901031,1,539,3-0-28,2019-09-01T00:47:19.838908Z
19,retraining,3944,2,0.7363097111817211,1,3944,3-0-29,2019-09-01T00:47:19.838925Z
21,retraining,4027,4,0.6982751066540503,1,4027,3-0-30,2019-09-01T00:47:19.838941Z
38,other,5877,5,0.5735458168725978,1,5877,3-0-31,2019-09-01T00:47:19.838959Z
42,appliances,2759,2,0.6762483997468223,1,2759,3-0-32,2019-09-01T00:47:19.838976Z
31,repairs,6460,5,0.2662678361340461,0,0,3-0-33,2019-09-01T00:47:19.838993Z
33,furniture,5831,4,0.5551236007748866,1,5831,3-0-34,2019-09-01T00:47:19.839010Z
18,car_used,1610,3,0.7611061312940285,1,1610,3-0-35,2019-09-01T00:47:19.839027Z
22,car_used,7083,4,0.40210718784265376,0,0,3-0-36,2019-09-01T00:47:19.839043Z
11,car_used,2454,2,0.967708387706061,1,2454,3-0-37,2019-09-01T00:47:19.839060Z
8,car_used,797,3,0.8910692404378023,1,797,3-0-38,2019-09-01T00:47:19.839078Z
12,retraining,3293,2,0.8502449504095182,1,3293,3-0-39,2019-09-01T00:47:19.839094Z
