LoanDuration,LoanPurpose,LoanAmount,InstallmentPercent,AcceptedPercent,Accepted,AmountGranted,transaction_id,timestamp
32,car_used,7832,4,0.4952479401368052,0,0,5-0-0,2019-09-03T00:47:20.192131Z
22,car_new,382,2,0.8270322113802404,1,382,5-0-1,2019-09-03T00:47:20.192169Z
7,radio_tv,7831,3,0.6141849007215587,1,7831,5-0-2,2019-09-03T00:47:20.192200Z
14,car_new,2531,3,0.7627952085261276,1,2531,5-0-3,2019-09-03T00:47:20.192219Z
31,other,9225,4,0.12592594269140076,0,0,5-0-4,2019-09-03T00:47:20.192238Z
28,education,6235,3,0.3401162589974068,0,0,5-0-5,2019-09-03T00:47:20.192265Z
18,car_used,250,2,0.914965613640493,1,250,5-0-6,2019-09-03T00:47:20.192283Z
20,furniture,6168,4,0.7408567698494746,1,6168,5-0-7,2019-09-03T00:47:20.192301Z
30,appliances,5146,4,0.5034325933766987,0,0,5-0-8,2019-09-03T00:47:20.192317Z
33,repairs,5595,5,0.0796042558779473,0,0,5-0-9,2019-09-03T00:47:20.192335Z
25,furniture,3292,3,0.6812406393948506,1,3292,5-0-10,2019-09-03T00:47:20.192351Z
29,appliances,4527,4,0.5697442788780233,1,4527,5-0-11,2019-09-03T00:47:20.192367Z
14,furniture,2334,3,0.8562453563724889,1,2334,5-0-12,2019-09-03T00:47:20.192395Z
20,education,5697,4,0.41462872725276123,0,0,5-0-13,2019-09-03T00:47:20.192412Z
31,radio_tv,2523,4,0.37238986371271426,0,0,5-0-14,2019-09-03T00:47:20.192427Z
13,car_new,250,2,0.9010975860069464,1,250,5-0-15,2019-09-03T00:47:20.192444Z
19,car_new,965,2,0.7906778929904184,1,965,5-0-16,2019-09-03T00:47:20.192461Z
19,radio_tv,1355,3,0.6964619575185913,1,1355,5-0-17,2019-09-03T00:47:20.192477Z
4,car_new,250,1,0.9800331274776278,1,250,5-0-18,2019-09-03T00:47:20.192496Z
9,vacation,3484,3,0.9035795933524368,1,3484,5-0-19,2019-09-03T00:47:20.192515Z
5,car_new,250,1,0.9403786905719113,1,250,5-0-20,2019-09-03T00:47:20.192534Z
11,car_used,1139,3,0.860974342630201,1,1139,5-0-21,2019-09-03T00:47:20.192550Z
22,retraining,2145,3,0.7541474337822113,1,2145,5-0-22,2019-09-03T00:47:20.192567Z
21,business,2900,4,0.6217639917236799,1,2900,5-0-23,2019-09-03T00:47:20.192584Z
8,car_used,3658,2,0.7477390578396786,1,3658,5-0-24,2019-09-03T00:47:20.192600Z
25,car_used,6775,3,0.44609684477910416,0,0,5-0-25,2019-09-03T00:47:20.192617Z
17,radio_tv,1721,3,0.7962461889493836,1,1721,5-0-26,2019-09-03T00:47:20.192633Z
23,appliances,4655,4,0.3136983034197721,0,0,5-0-27,2019-09-03T00:47:20.192650Z
27,appliances,5395,4,0.543356848677454,1,5395,5-0-28,2019-09-03T00:47:20.192667Z
33,repairs,5363,4,0.49266829371371756,0,0,5-0-29,2019-09-03T00:47:20.192684Z
33,furniture,2008,4,0.576585353842819,1,2008,5-0-30,2019-09-03T00:47:20.192700Z
27,car_used,3139,2,0.8339315376032573,1,3139,5-0-31,2019-09-03T00:47:20.192722Z
16,car_new,742,1,0.9084322901931845,1,742,5-0-32,2019-09-03T00:47:20.192741Z
4,car_used,250,1,0.9810155002247065,1,250,5-0-33,2019-09-03T00:47:20.192760Z
38,repairs,7468,4,0.24744535144922616,0,0,5-0-34,2019-09-03T00:47:20.192778Z
4,car_new,3200,2,0.9686245733161764,1,3200,5-0-35,2019-09-03T00:47:20.192795Z
23,retraining,2964,2,0.8693891585945976,1,2964,5-0-36,2019-09-03T00:47:20.192813Z
4,car_new,250,2,0.9526693599387489,1,250,5-0-37,2019-09-03T00:47:20.192830Z
4,car_new,2769,1,0.9554957055154587,1,2769,5-0-38,2019-09-03T00:47:20.192847Z
12,education,1688,3,0.5537632498038388,1,1688,5-0-39,2019-09-03T00:47:20.192863Z
12,radio_tv,1854,2,0.7718770338482945,1,1854,5-0-40,2019-09-03T00:47:20.192880Z
12,car_used,3935,3,0.7863264762385167,1,3935,5-0-41,2019-09-03T00:47:20.192897Z
45,education,6489,5,0.1552104445090241,0,0,5-0-42,2019-09-03T00:47:20.192915Z
13,car_new,1782,2,0.9487578494355526,1,1782,5-0-43,2019-09-03T00:47:20.192934Z
15,car_used,2853,3,0.7828485060124584,1,2853,5-0-44,2019-09-03T00:47:20.192952Z
26,radio_tv,250,2,0.8591391398451672,1,250,5-0-45,2019-09-03T00:47:20.192970Z
13,car_new,250,3,0.9022262397772591,1,250,5-0-46,2019-09-03T00:47:20.192989Z
6,education,250,1,0.9810155002247065,1,250,5-0-47,2019-09-03T00:47:20.193009Z
9,repairs,1164,3,0.7636077770340547,1,1164,5-0-48,2019-09-03T00:47:20.193029Z
27,appliances,4204,3,0.45733010501298893,0,0,5-0-49,2019-09-03T00:47:20.193047Z
4,car_new,250,2,0.9576190057605791,1,250,5-0-50,2019-09-03T00:47:20.193065Z
53,radio_tv,7032,5,0.2708297073514026,0,0,5-0-51,2019-09-03T00:47:20.193084Z
13,furniture,1410,3,0.9295578802673912,1,1410,5-0-52,2019-09-03T00:47:20.193103Z
4,car_new,3840,3,0.9686245733161764,1,3840,5-0-53,2019-09-03T00:47:20.193122Z
37,other,7916,5,0.17216773027128512,0,0,5-0-54,2019-09-03T00:47:20.193141Z
25,furniture,5330,4,0.2316681360163601,0,0,5-0-55,2019-09-03T00:47:20.193158Z
28,appliances,5836,3,0.6278351269713137,1,5836,5-0-56,2019-09-03T00:47:20.193178Z
39,repairs,6263,5,0.23880183480872091,0,0,5-0-57,2019-09-03T00:47:20.193197Z
4,car_new,250,1,0.9832589339292408,1,250,5-0-58,2019-09-03T00:47:20.193216Z
41,radio_tv,7171,4,0.22621117778233132,0,0,5-0-59,2019-09-03T00:47:20.193236Z
20,furniture,1699,3,0.7802219801484127,1,1699,5-0-60,2019-09-03T00:47:20.193255Z
4,car_new,952,1,0.9663933795659098,1,952,5-0-61,2019-09-03T00:47:20.193273Z
37,appliances,3626,2,0.4325730033206428,0,0,5-0-62,2019-09-03T00:47:20.193293Z
18,furniture,1149,3,0.7749577949998757,1,1149,5-0-63,2019-09-03T00:47:20.193313Z
33,furniture,5674,3,0.41992292462876585,0,0,5-0-64,2019-09-03T00:47:20.193332Z
21,car_used,319,3,0.7526942228479822,1,319,5-0-65,2019-09-03T00:47:20.193349Z
36,appliances,3960,4,0.42244096598815534,0,0,5-0-66,2019-09-03T00:47:20.193375Z
14,car_new,1881,1,0.834110375413479,1,1881,5-0-67,2019-09-03T00:47:20.193392Z
31,car_used,4422,5,0.5119679477476218,0,0,5-0-68,2019-09-03T00:47:20.193411Z
19,furniture,1283,2,0.9495086834994264,1,1283,5-0-69,2019-09-03T00:47:20.193428Z
8,car_new,4710,4,0.49108599661732366,0,0,5-0-70,2019-09-03T00:47:20.193447Z
12,car_new,250,2,0.9832589339292408,1,250,5-0-71,2019-09-03T00:47:20.193464Z
35,appliances,3962,4,0.44374557693635397,0,0,5-0-72,2019-09-03T00:47:20.193481Z
9,furniture,3047,3,0.7823115451171472,1,3047,5-0-73,2019-09-03T00:47:20.193499Z
33,radio_tv,2605,2,0.6640198824149003,1,2605,5-0-74,2019-09-03T00:47:20.193517Z
12,car_used,1097,2,0.7922598860693661,1,1097,5-0-75,2019-09-03T00:47:20.193536Z
15,car_new,250,2,0.9416306724773842,1,250,5-0-76,2019-09-03T00:47:20.193552Z
22,car_new,1883,2,0.8289071883899279,1,1883,5-0-77,2019-09-03T00:47:20.193569Z
15,furniture,463,3,0.9376275512604886,1,463,5-0-78,2019-09-03T00:47:20.193587Z
